158.355,FM, "Montco Fire/EMS Dispatch"
460.3125,FM, "Medevac LZ Coordination"
465.3125,FM, "Medevac LZ Coordination"
852.2125,FM, "Fireground"
852.475,FM, "Fireground"
853.2,FM, "Fireground"
853.425,FM, "Fireground"
853.475,FM, "Fireground"
853.5,FM, "Fire police tac"
154.19,FM, "Fairmount Fire - Lansdale"
153.5,FM, "Lansdale Public Works"
155.64,FM, "Lansdale PD"
